Step,Time (s),Rxn 0 (mol/cm3s),Err,Rxn 1 (mol/cm3s),Err,Rxn 2 (mol/cm3s),Err,Rxn 3 (mol/cm3s),Err,Rxn 4 (mol/cm3s),Err,Rxn 5 (mol/cm3s),Err,Rxn 6 (mol/cm3s),Err,Rxn 7 (mol/cm3s),Err,Rxn 8 (mol/cm3s),Err,Rxn 9 (mol/cm3s),Err
147,0.000147,308.345685489476,0,660.89319819212,0,8.60788989067078,0,9.92355928011239,0,670.024193107187,0,-0.00675428379668119,0,-7.2753962110728,0,3.06889182925992,0,-0.0108143234482441,0,-6.86502921779174,0
148,0.000148,303.183775298297,0,649.726718507707,0,-16.2531251907349,0,6.99078338220716,0,659.19012068255,0,-0.00665641161106123,0,-7.42676270380616,0,3.016008150298,0,-0.0107331198336169,0,-6.75459010642953,0
149,0.000149,299.092854566872,0,639.844564385712,0,6.54018092155457,0,9.27616451308131,0,648.627029831661,0,-0.00654979555611135,0,-6.95314715662971,0,2.96452270609733,0,-0.0103150258271398,0,-6.54717833187897,0
150,0.00015,291.184629812837,0,625.934052266181,0,-165.570460319519,0,-8.8180546425283,0,638.316779585058,0,-0.00648957263149441,0,-9.07335753599182,0,2.91434727971962,0,-0.0112515916674738,0,-6.70240101090167,0
151,0.000151,290.166909508407,0,619.873362772167,0,7.93701314926147,0,9.09740531630814,0,628.272089354931,0,-0.0063556454671243,0,-6.61084761004895,0,2.86552759101365,0,-0.00982170690724615,0,-6.23952342686243,0
152,0.000152,285.889345347881,0,610.25201100111,0,7.77474880218506,0,8.90610401704907,0,618.480951432811,0,-0.00626188500370972,0,-6.45809100335464,0,2.81801102379101,0,-0.00959356173325432,0,-6.09565275395289,0
153,0.000153,281.707952260971,0,600.864512875676,0,7.59311819076538,0,8.71876057237387,0,608.929670856972,0,-0.0061703435067102,0,-6.31049445597455,0,2.7717231705209,0,-0.00937286976034102,0,-5.95639383117668,0
154,0.000154,277.329677499831,0,591.345053493977,0,-9.2241415977478,0,6.73675015382469,0,599.603747048092,0,-0.00608431263765397,0,-6.38532986864448,0,2.7265899263223,0,-0.00927750241089598,0,-5.85614260891452,0
155,0.000155,273.381580941379,0,582.44131167978,0,-7.22226929664612,0,6.79727410897613,0,590.498999907721,0,-0.00599629267958335,0,-6.21781458379701,0,2.6825864781515,0,-0.00905452130484719,0,-5.72069459524937,0
156,0.000156,269.480510503054,0,573.702627234161,0,-7.20606231689453,0,6.65120341815054,0,581.606540802723,0,-0.00591069331687777,0,-6.08092543156818,0,2.63966643768349,0,-0.00885191424049481,0,-5.59313221904449,0
157,0.000157,264.741996861994,0,564.145144484937,0,-53.6253502368927,0,1.82198695838451,0,572.921980332079,0,-0.00583732592474462,0,-6.56086503737606,0,2.59780595563808,0,-0.00896438992492676,0,-5.54577505227644,0
158,0.000158,262.23334800452,0,557.108369395137,0,5.64664840698242,0,7.71497407369316,0,564.441457212833,0,-0.00574177349244565,0,-5.65100177912973,0,2.55697995649092,0,-0.00837564359949283,0,-5.32456904079299,0
159,0.000159,258.494693212211,0,548.869732584804,0,1.48935174942017,0,7.12759499810636,0,556.15001328758,0,-0.0056627367797546,0,-5.58039448759519,0,2.51711661832213,0,-0.00822098114338132,0,-5.21733823395334,0
160,0.00016,254.651861615479,0,540.651065651327,0,-10.4185605049133,0,5.76971432194114,0,548.052722939576,0,-0.00558757559315382,0,-5.61605272791348,0,2.47823598678259,0,-0.00812349480315788,0,-5.12629720172845,0
161,0.000161,254.275188289583,0,536.244153484702,0,143.486259698868,0,21.0666002612561,0,540.13899314814,0,-0.00547595677403478,0,-3.47733132936992,0,2.44028074728801,0,-0.00693252528765242,0,-4.76601301622577,0
162,0.000162,247.864405460656,0,525.388374194503,0,-4.61777901649475,0,6.11312500573695,0,532.402213872688,0,-0.00543461821166602,0,-5.30875019659288,0,2.40322556104871,0,-0.00774164728898086,0,-4.89992402191274,0
163,0.000163,243.354588985443,0,516.674302574247,0,-62.7557842731476,0,0.217068366706371,0,524.838613516805,0,-0.00537432326251519,0,-5.9603885631077,0,2.36704193053771,0,-0.00795838616681976,0,-4.88856823346578,0
164,0.000164,241.440861478448,0,510.912146866322,0,6.2214560508728,0,7.00549014098942,0,517.44806872612,0,-0.0052872143546665,0,-4.95043072546832,0,2.33172596007202,0,-0.00734468262817245,0,-4.67568309977651,0
165,0.000165,240.17225446552,0,505.881485760212,0,100.812642812729,0,16.2022770345211,0,510.218047890294,0,-0.00519530236562105,0,-3.60761317401193,0,2.2972172018219,0,-0.00657657608246609,0,-4.43267952767201,0
166,0.000166,233.194951571524,0,494.717483565211,0,-91.2131872177124,0,-2.89911017008126,0,503.146185469539,0,-0.00516966940199382,0,-6.01622502412647,0,2.2635080024242,0,-0.00767741912216025,0,-4.63936553325038,0
167,0.000167,231.757098063827,0,489.724374987185,0,-8.38956356048584,0,5.15433792769909,0,496.222080984405,0,-0.00508389256060582,0,-4.83545177872293,0,2.23053577016268,0,-0.00699450908223298,0,-4.41929712868296,0
168,0.000168,228.688482262194,0,483.002314254642,0,-11.2102506160736,0,4.76404615677893,0,489.450653087823,0,-0.00501856615346696,0,-4.77651468501426,0,2.19832858631529,0,-0.00687172421919513,0,-4.33474009588826,0
169,0.000169,226.070172950625,0,476.847059313208,0,5.72055959701538,0,6.38489471003413,0,482.827006050049,0,-0.00495009272196967,0,-4.46424984419718,0,2.16685911046971,0,-0.00662049003028642,0,-4.21762749692425,0
170,0.00017,223.006234325469,0,470.241260126233,0,-4.7774121761322,0,5.19532799907029,0,476.3375638928,0,-0.00488880933289693,0,-4.50839657359757,0,2.13606168084111,0,-0.00655803758399998,0,-4.15309170004912,0
171,0.000171,220.346914798021,0,464.205090027303,0,5.53286290168762,0,6.15844081901014,0,469.981890407813,0,-0.0048245991283693,0,-4.28811047272757,0,2.10593150522195,0,-0.00635818467605986,0,-4.05160010058898,0
172,0.000172,217.408197052777,0,457.876072403044,0,-4.26328730583191,0,5.05264520272613,0,463.759706520696,0,-0.00476567344975365,0,-4.32786984252743,0,2.07646619064185,0,-0.00629775880338457,0,-3.98998251697049,0
173,0.000173,214.551522538066,0,451.755496080965,0,-9.85565114021301,0,4.41585749015212,0,457.663684951093,0,-0.00470749991643515,0,-4.31735060922801,0,2.04762884603117,0,-0.00621061742310758,0,-3.92069569823798,0
174,0.000174,212.021996505558,0,446.006963454187,0,-4.06565022468567,0,4.8877594769001,0,451.694003261588,0,-0.00464741653297551,0,-4.16062295180745,0,2.01941851493549,0,-0.00605326546349261,0,-3.83602216572035,0
175,0.000175,209.299517214298,0,440.155975669622,0,-8.28815817832947,0,4.39217200130224,0,445.843222104802,0,-0.00459119588521162,0,-4.13666759897023,0,1.99179879614154,0,-0.00596355029995266,0,-3.76850494684186,0
176,0.000176,206.837333954871,0,434.606423262507,0,-4.10562205314636,0,4.70779622532427,0,440.111881493606,0,-0.00453374489228509,0,-4.00506722531281,0,1.96477039376448,0,-0.0058230967072177,0,-3.69046879257075,0
177,0.000177,204.251346416771,0,429.020189359784,0,-6.6048367023468,0,4.38703995011747,0,434.492946489835,0,-0.00447927708307816,0,-3.96283299778588,0,1.93829889808571,0,-0.00572814936344912,0,-3.62393704068381,0
178,0.000178,201.743634782732,0,423.563249122351,0,-8.50555515289307,0,4.11913265101612,0,428.991201764909,0,-0.00442561794716312,0,-3.91432172013447,0,1.91240527946709,0,-0.00563264846061884,0,-3.55881551629864,0
179,0.000179,199.471310600638,0,418.389276962727,0,-2.10917043685913,0,4.65580001287162,0,423.594274258426,0,-0.00437077689969101,0,-3.76022785506211,0,1.88702981454408,0,-0.00548665656390313,0,-3.48272031266242,0
180,0.00018,197.076814077795,0,413.173425655812,0,-2.19670653343201,0,4.5748487226665,0,418.299615107868,0,-0.00431876639680695,0,-3.6924394685775,0,1.86215949151883,0,-0.00538458182711565,0,-3.4177292358363,0
181,0.000181,194.762575015426,0,408.082431647927,0,-1.28689455986023,0,4.58572711423039,0,413.109021291013,0,-0.00426735271281586,0,-3.61314934538677,0,1.83780136911641,0,-0.00527901878319881,0,-3.35323377035093,0
182,0.000182,192.534864850342,0,403.1216769889,0,0.916644811630249,0,4.72004512511194,0,408.022078085342,0,-0.00421645097179635,0,-3.51863951142877,0,1.8139522879455,0,-0.00516782462420906,0,-3.28852907853434,0
183,0.000183,190.231652654707,0,398.162529736757,0,-0.939905405044556,0,4.46903381869197,0,403.027261710537,0,-0.00416771860960807,0,-3.47854741546325,0,1.79055713466922,0,-0.00508492113294778,0,-3.23133495566435,0
184,0.000184,187.894865497947,0,393.210283774883,0,-6.98396730422974,0,3.81368372403085,0,398.130545804077,0,-0.00412080531350512,0,-3.49350510421209,0,1.76764277743865,0,-0.00503108069233349,0,-3.18215945275733,0
185,0.000185,185.881361551583,0,388.621394611895,0,-0.396291255950928,0,4.37269320338964,0,393.326024001348,0,-0.00407151831939245,0,-3.34748762706295,0,1.74518021374188,0,-0.00489925570616379,0,-3.1153907624539,0
186,0.000186,183.733812868595,0,383.968504078686,0,-0.659850835800171,0,4.28291057795286,0,388.608416670973,0,-0.00402499830477154,0,-3.29159104032442,0,1.72314407100011,0,-0.00481285849571123,0,-3.05989274411695,0
187,0.000187,181.532126016915,0,379.300074350089,0,-5.82371807098389,0,3.72072120383382,0,383.981430231583,0,-0.00398043286151051,0,-3.29957952862605,0,1.70155062994863,0,-0.00475982062175717,0,-3.01340446231188,0
188,0.000188,179.606848947704,0,374.943745471537,0,-0.397927045822144,0,4.16893051750958,0,379.439655267716,0,-0.0039339292970908,0,-3.17301680147648,0,1.68037340406404,0,-0.0046420720725564,0,-2.9526021652855,0
189,0.000189,177.582131639123,0,370.553711801767,0,-0.167675733566284,0,4.13084437232465,0,374.978579339558,0,-0.00388971974194874,0,-3.11497581121512,0,1.65959074111213,0,-0.00455879268793069,0,-2.90030383912381,0
190,0.00019,175.682593204081,0,366.336353950202,0,4.13553619384766,0,4.48608840070665,0,370.601580239284,0,-0.00384533104590901,0,-3.00645966059528,0,1.63921730136911,0,-0.004451672487221,0,-2.84296295186505,0
191,0.000191,173.574525676668,0,361.93176651746,0,-3.82102155685425,0,3.65850754920393,0,366.306281463091,0,-0.00380447735426515,0,-3.05479182419367,0,1.61924144909582,0,-0.00442435707702771,0,-2.80604454805143,0
192,0.000192,171.793065153062,0,357.903407517821,0,2.25816702842712,0,4.1756486101076,0,362.084960221663,0,-0.00376096092242051,0,-2.92571342037991,0,1.59962596094317,0,-0.00431024624060683,0,-2.74894413369475,0
193,0.000193,169.790074497461,0,353.699758991599,0,-3.29855012893677,0,3.58904165588319,0,357.939540244816,0,-0.0037211096511669,0,-2.94617954501882,0,1.58037946858593,0,-0.0042709505946732,0,-2.71019310737029,0
194,0.000194,168.085081852973,0,349.827789433301,0,3.24077010154724,0,4.15159955248237,0,353.867509318684,0,-0.00367888641358149,0,-2.81376657029614,0,1.56148911111726,0,-0.00415751270224973,0,-2.65461055148626,0
195,0.000195,166.282894790173,0,345.893153894693,0,3.42197370529175,0,4.11068390775472,0,349.870222142892,0,-0.00363888708375271,0,-2.76330798328854,0,1.54296076555348,0,-0.00408564782344456,0,-2.60956959548639,0
196,0.000196,164.335159860551,0,341.873564828187,0,-3.35083341598511,0,3.41563490685076,0,345.939034151399,0,-0.00360151985057655,0,-2.80256590200588,0,1.52475365262046,0,-0.00405891772612677,0,-2.57574640261009,0
197,0.000197,162.786836355925,0,338.281268619001,0,6.52923059463501,0,4.27770326472819,0,342.076855559347,0,-0.00356058312593177,0,-2.63096621446311,0,1.50688015051464,0,-0.00393098964576666,0,-2.51964038721053,0
198,0.000198,160.870199933648,0,334.348553370684,0,-2.36765575408936,0,3.40038872882724,0,338.281767596096,0,-0.0035248321275958,0,-2.69935950497165,0,1.4893313473126,0,-0.00391929171780703,0,-2.48971785785398,0
199,0.000199,159.139714129269,0,330.64290618524,0,-3.79810619354248,0,3.21496282890439,0,334.553102897353,0,-0.00348792919993457,0,-2.67378776916303,0,1.47210304859723,0,-0.00386360855588919,0,-2.45080801559379,0
200,0.0002,157.562278874218,0,327.123396657407,0,0.469374418258667,0,3.56208596471697,0,330.88929239277,0,-0.00345021258294764,0,-2.57667812332511,0,1.45518741984587,0,-0.00377430489652397,0,-2.40492952265777,0
201,0.000201,155.835172861815,0,323.490185011178,0,-3.29559659957886,0,3.16211160365492,0,327.285276395323,0,-0.00341510021189606,0,-2.58252606238239,0,1.43856072737483,0,-0.00373576171068635,0,-2.37105391960358,0
202,0.000202,154.28901796788,0,320.069346491247,0,-0.0597155094146729,0,3.41340789198875,0,323.744400834902,0,-0.00337882825419911,0,-2.50053965416737,0,1.42223759010996,0,-0.0036557004171982,0,-2.32841502514202,0
203,0.000203,152.919599331915,0,316.865646008402,0,10.6169211864471,0,4.3372213402763,0,320.259284947865,0,-0.00334137468070139,0,-2.3249931645114,0,1.40618341213279,0,-0.0035327863424186,0,-2.27763645007508,0
204,0.000204,151.084939286113,0,313.214131630957,0,-2.17917990684509,0,3.12244223151356,0,316.836494179642,0,-0.00331013088339205,0,-2.44812773261219,0,1.39042842568676,0,-0.00355205604239472,0,-2.25736897671595,0
205,0.000205,149.652522712946,0,309.997229862958,0,2.71390247344971,0,3.52967290300876,0,313.467057415794,0,-0.00327506579282044,0,-2.34792107040994,0,1.37493011475343,0,-0.00346569714855605,0,-2.21481901046354,0
206,0.000206,148.033323585987,0,306.633837930858,0,-1.91263866424561,0,3.05625139083713,0,310.156180315363,0,-0.0032430259345233,0,-2.36887253145687,0,1.3597123885643,0,-0.00343885812520739,0,-2.18624354776694,0
207,0.000207,146.649903662503,0,303.524833779782,0,2.97472643852234,0,3.46381231769919,0,306.896597114349,0,-0.00320901602589174,0,-2.27047573938034,0,1.34474103565765,0,-0.00335500564267477,0,-2.14523869939148,0
208,0.000208,145.076958805323,0,300.266436073929,0,-1.65922880172729,0,2.99221995472908,0,303.69268209941,0,-0.00317802051966964,0,-2.29301193822175,0,1.33003600803687,0,-0.00333050585419414,0,-2.11814370908542,0
209,0.000209,143.737855635583,0,297.259131498635,0,3.12862992286682,0,3.39189930912107,0,300.538351832231,0,-0.00314505967986634,0,-2.19754148623906,0,1.31556860006097,0,-0.00324958341514048,0,-2.07870825298596,0
210,0.00021,142.194326877594,0,294.084904916584,0,-2.19854688644409,0,2.85927070304751,0,297.435566818323,0,-0.00311521244299229,0,-2.23017673147842,0,1.30134771203036,0,-0.00323140357659213,0,-2.05390890710987,0
211,0.000211,140.793578587472,0,291.076057717204,0,-2.15088629722595,0,2.82280190195888,0,294.383281524697,0,-0.00308447100530884,0,-2.19588001770899,0,1.28736784234966,0,-0.00318159099873583,0,-2.0224163508974,0
212,0.000212,139.418428584933,0,288.118740051985,0,-1.91486072540283,0,2.80440425220877,0,291.379351122237,0,-0.00305414912060087,0,-2.15990039054304,0,1.27361884742899,0,-0.0031316692203518,0,-1.99132526625181,0
213,0.000213,138.056589126587,0,285.200541444123,0,-2.02926564216614,0,2.75487268995494,0,288.422840806723,0,-0.0030243764658735,0,-2.12901124171913,0,1.26009606046746,0,-0.00308485946203518,0,-1.96132836840115,0
214,0.000214,136.729180976748,0,282.341443307698,0,-1.50776076316834,0,2.76375985704362,0,285.512535681919,0,-0.0029948917426168,0,-2.09079343336634,0,1.24679352370718,0,-0.00303522392783862,0,-1.9311293582432,0
215,0.000215,135.509933337569,0,279.609914921224,0,2.88940334320068,0,3.12712991423905,0,282.647293334658,0,-0.00296482884709803,0,-2.00458445423283,0,1.23370559051557,0,-0.00296316846231548,0,-1.89634610846406,0
216,0.000216,134.165662907064,0,276.779263515025,0,0.716888666152954,0,2.88802739419043,0,279.824546887867,0,-0.00293684019300144,0,-2.00126476632431,0,1.22082036574261,0,-0.00293179799479049,0,-1.87112170422915,0
217,0.000217,133.647263795137,0,274.83711046353,0,37.5984945297241,0,6.11902373284101,0,277.044148299217,0,-0.00290008481215409,0,-1.50742266327143,0,1.20813608143357,0,-0.00267336204046842,0,-1.80109736492159,0
218,0.000218,131.564212694764,0,271.286741159856,0,-1.64583921432495,0,2.60454999189824,0,274.307926299826,0,-0.00288176299187626,0,-1.97210010956042,0,1.19566262133012,0,-0.00285917559682503,0,-1.81900897622108,0
219,0.000219,130.338465627283,0,268.646527957171,0,-0.895194530487061,0,2.63698654901236,0,271.61512095744,0,-0.00285433777872868,0,-1.93410738022067,0,1.18339427838516,0,-0.00281275133437475,0,-1.79141063877614,0
220,0.000219999999999999,129.190103691071,0,266.1011569947,0,2.44816660881042,0,2.90400622691959,0,268.962351705334,0,-0.00282661270961171,0,-1.86420662619639,0,1.17131594290058,0,-0.00275169436895339,0,-1.76099364244146,0
221,0.000220999999999999,127.917036000639,0,263.461981449276,0,-0.474888324737549,0,2.60631833318621,0,266.350589077143,0,-0.00280094308737944,0,-1.87336123036221,0,1.15943187177057,0,-0.00272881423921945,0,-1.73915544728516,0
222,0.000221999999999999,126.726358722895,0,260.921230264008,0,-0.522600173950195,0,2.56863167416304,0,263.776275705417,0,-0.00277487854913261,0,-1.84703904972412,0,1.14772542780504,0,-0.00268956819263622,0,-1.71410335012479,0
223,0.000222999999999999,125.612022228539,0,258.474214419723,0,2.02477550506592,0,2.76433865819126,0,261.240791254459,0,-0.00274851042962609,0,-1.78875773062464,0,1.13620260548843,0,-0.00263573496135905,0,-1.6862882769783,0
224,0.000223999999999999,124.414815779775,0,255.970155652612,0,0.222682237625122,0,2.57042928785086,0,258.741933547247,0,-0.00272364867737451,0,-1.78540396539029,0,1.12485323350389,0,-0.00260841206903706,0,-1.66441995621426,0
225,0.000224999999999999,123.257505204529,0,253.524160202593,0,-0.583875775337219,0,2.46701693255454,0,256.280447018513,0,-0.00269888415374453,0,-1.77011419564951,0,1.11368033058293,0,-0.00257589093592969,0,-1.64172501134453,0
226,0.000225999999999999,122.126264620572,0,251.123513862491,0,-0.957510232925415,0,2.40291304141283,0,253.855613776607,0,-0.00267436696350387,0,-1.74991539865732,0,1.10268037855205,0,-0.00254154268685625,0,-1.61894923419459,0
227,0.000226999999999999,121.028921857476,0,248.775532152504,0,-0.541838765144348,0,2.40958788152784,0,251.467097061739,0,-0.00265000232042212,0,-1.72027452476323,0,1.09185158060196,0,-0.00250328000998934,0,-1.59568913729163,0
228,0.000227999999999999,119.926344644278,0,246.441807042807,0,-1.06012213230133,0,2.33390337880701,0,249.113407688491,0,-0.00262621985865508,0,-1.70278275676537,0,1.08118696003408,0,-0.00247117124752094,0,-1.57398417976219,0
229,0.000228999999999999,118.874529160559,0,244.175579726696,0,0.0235201120376587,0,2.40037448797375,0,246.793399328381,0,-0.00260235580395829,0,-1.66578473395202,0,1.07068103976069,0,-0.00243038862606682,0,-1.55078402080107,0
230,0.000229999999999999,117.813404023647,0,241.919028356671,0,0.0143907070159912,0,2.37066397722811,0,244.507019419976,0,-0.0025791037674594,0,-1.64285689860117,0,1.06033339053674,0,-0.00239663906262422,0,-1.52930814272258,0
231,0.000230999999999999,116.779798466712,0,239.705899450928,0,0.61099374294281,0,2.39479298237711,0,242.251574227655,0,-0.00255599703478993,0,-1.61279050202575,0,1.05013157123215,0,-0.0023599811623285,0,-1.50750685774256,0
232,0.000231999999999999,115.736566241831,0,237.502522982657,0,0.110013961791992,0,2.32280578557402,0,240.029910458996,0,-0.00253350994864832,0,-1.59684735885821,0,1.04008826235134,0,-0.00233034466026538,0,-1.48740411846666,0
233,0.000232999999999999,114.736543420702,0,235.356628648937,0,0.929924130439758,0,2.36740068998188,0,237.837901986069,0,-0.00251096810558238,0,-1.56484416930471,0,1.03018455782489,0,-0.00229362916689979,0,-1.46612311789067,0
234,0.000233999999999999,113.71591655165,0,233.209567841142,0,0.19683837890625,0,2.27602383401245,0,235.678483932744,0,-0.00248915558364615,0,-1.5526007860899,0,1.02043355462558,0,-0.00226653470264182,0,-1.44705067231553,0
235,0.000234999999999999,112.286027479917,0,230.649071428925,0,-20.8899915218353,0,0.435814885422587,0,233.54738418355,0,-0.00247241578711055,0,-1.79453566495795,0,1.01081605430219,0,-0.00235481040783725,0,-1.44928608712507,0
236,0.000235999999999999,111.748346291482,0,229.034424193203,0,0.230053901672363,0,2.22635264601558,0,231.44787881848,0,-0.00244600567128828,0,-1.51059196039569,0,1.00134566053055,0,-0.00220535036180536,0,-1.40822643134743,0
237,0.000236999999999999,110.26695202291,0,226.451664097607,0,-24.5664703845978,0,0.0734608406201005,0,229.375606354956,0,-0.00243073536654492,0,-1.79923434881493,0,0.99200389177964,0,-0.00231532961402081,0,-1.41480350628262,0
238,0.000237999999999999,109.833818186075,0,224.974615037441,0,0.292433977127075,0,2.1809417642653,0,227.333758028072,0,-0.0024039977126904,0,-1.46972554037347,0,0.982803449583897,0,-0.00214621170692908,0,-1.37077040434815,0
239,0.000238999999999999,108.877393744886,0,222.96455123648,0,-0.637067914009094,0,2.07840735465288,0,225.31825311503,0,-0.00238360247590208,0,-1.46181369083934,0,0.973726946147934,0,-0.00212268026751872,0,-1.35338217619574,0
240,0.000239999999999999,107.971105903387,0,221.02654530108,0,0.409915328025818,0,2.14196697156876,0,223.331902244203,0,-0.00236308428191023,0,-1.42960989358835,0,0.964786428172503,0,-0.00208887078383668,0,-1.33459152834257,0
241,0.000240999999999999,107.101006325334,0,219.127502791584,0,2.11507999897003,0,2.2672434290871,0,221.371257136531,0,-0.00234252899764442,0,-1.38960751332343,0,0.955966221167991,0,-0.00205138748566469,0,-1.31501698540524,0
242,0.000241999999999999,106.141556248069,0,217.169369924814,0,-0.133777618408203,0,2.04731680545956,0,219.436788955364,0,-0.00232339763277878,0,-1.39904245501384,0,0.947268360264344,0,-0.00203730018114356,0,-1.30041467834963,0
243,0.000242999999999999,105.248213019222,0,215.283600959927,0,-0.253877520561218,0,2.01361502986401,0,217.529272490184,0,-0.00230391430108057,0,-1.38241637684405,0,0.938696061123614,0,-0.00201139641865211,0,-1.2836212150869,0
244,0.000243999999999999,104.382143493742,0,213.437940854579,0,0.307491421699524,0,2.03944410849363,0,215.647770916579,0,-0.00228450769560595,0,-1.35760759655386,0,0.930244976819121,0,-0.00198206763076314,0,-1.26638068794273,0
245,0.000244999999999999,103.520094722509,0,211.610150977969,0,0.542000532150269,0,2.03720613196492,0,213.791504015538,0,-0.00226543683749014,0,-1.33719170012046,0,0.921911463008445,0,-0.00195507539984874,0,-1.24979542754591,0
246,0.000245999999999999,102.649172153324,0,209.787318952382,0,-0.0843342542648315,0,1.96104724798352,0,211.95897486782,0,-0.00224682775080964,0,-1.32774251583032,0,0.913688660658983,0,-0.00193341675031888,0,-1.2344311568304,0
247,0.000247,101.801482144743,0,208.000067200512,0,-0.175943493843079,0,1.93144665006548,0,210.150936838872,0,-0.00222832139553475,0,-1.31197884562425,0,0.905579783812439,0,-0.00190915611091214,0,-1.2187544691842,0
248,0.000248,100.982659507543,0,206.253410775214,0,0.520744323730469,0,1.97004686389118,0,208.366992093444,0,-0.00220984647074829,0,-1.28671466361266,0,0.897582900229638,0,-0.00188085695754125,0,-1.20250650419621,0
249,0.000249,100.161240451038,0,204.517439059913,0,0.634475231170654,0,1.95870938524604,0,206.606556826216,0,-0.00219175834473617,0,-1.26897958293557,0,0.889695274687592,0,-0.00185629487691585,0,-1.18715917365626,0
250,0.00025,99.3382245786488,0,202.79232769087,0,0.244582176208496,0,1.90446072630584,0,204.868075671985,0,-0.00217402162888902,0,-1.25774430774618,0,0.881909805230071,0,-0.00183498126648374,0,-1.17260866268771,0
251,0.000251,98.5383524559438,0,201.101551871747,0,0.418873310089111,0,1.89895469136536,0,203.152193491528,0,-0.00215636042838696,0,-1.23980552819557,0,0.874229234436572,0,-0.00181087930587864,0,-1.15770516678458,0
252,0.000252,97.7511789426208,0,199.43549271673,0,0.691078305244446,0,1.90219035651535,0,201.459269389969,0,-0.00213890160756591,0,-1.22093233035412,0,0.866655046245782,0,-0.00178662732986368,0,-1.1429515289783,0
253,0.000253,96.9646675847471,0,197.781693767756,0,0.584639191627502,0,1.87323185894638,0,199.787011558766,0,-0.00212174883984062,0,-1.2069916507462,0,0.859176871371585,0,-0.001764888639741,0,-1.12884294777177,0
254,0.000254,96.1766882427037,0,196.138701938093,0,-0.0193138122558594,0,1.80222903843969,0,198.136516762916,0,-0.00210494441870424,0,-1.19945804448798,0,0.851799496659078,0,-0.00174632363268756,0,-1.11549596491386,0
255,0.000255,95.4114870205522,0,194.528945118189,0,-0.0479692220687866,0,1.78064486663789,0,196.507255984005,0,-0.0020881998132154,0,-1.18508482689504,0,0.844520420732574,0,-0.00172489373011331,0,-1.10177185738576,0
256,0.000256,94.6782988011837,0,192.960602287203,0,0.904742002487183,0,1.8429027190432,0,194.898734309878,0,-0.00207140042596166,0,-1.15881003707182,0,0.837337310218717,0,-0.00169831865360948,0,-1.08725990157109,0
257,0.000257,93.9295303560793,0,191.38932165131,0,0.775480151176453,0,1.81323556788266,0,193.310707835656,0,-0.00205509384710467,0,-1.146149839391,0,0.830248994845294,0,-0.00167817919708568,0,-1.07410927253659,0
258,0.000258,93.1765023320913,0,189.824881184846,0,0.0786510705947876,0,1.7357331328094,0,191.741930344107,0,-0.00203912984471799,0,-1.1407161419047,0,0.823249796078213,0,-0.00166154738354862,0,-1.06175797604374,0
259,0.000259,92.4486926868558,0,188.295100290328,0,0.0870000123977661,0,1.7183895977214,0,190.193017437239,0,-0.00202317711318756,0,-1.12683477555402,0,0.816342335292104,0,-0.00164131150182811,0,-1.04888612145442,0
260,0.00026,91.7459906041622,0,186.799513775855,0,0.79978609085083,0,1.76103858835995,0,188.663526463225,0,-0.00200723007549186,0,-1.10447226569522,0,0.809524533485972,0,-0.00161747279082647,0,-1.03550590467057,0
261,0.000261,91.0361670404673,0,185.308060843498,0,0.825141429901123,0,1.74560929648578,0,187.1531404322,0,-0.00199165729299011,0,-1.09082101355307,0,0.802794896943382,0,-0.00159780691467404,0,-1.0230427425704,0
262,0.000262,90.3353326022625,0,183.8348358199,0,0.892475247383118,0,1.73399723367766,0,185.660337625174,0,-0.00197624859600865,0,-1.07685991749167,0,0.796146538266396,0,-0.00157821044888351,0,-1.0107288385334,0
263,0.000263,89.6278881169856,0,182.366008747369,0,0.308480620384216,0,1.66770286718383,0,184.186115703136,0,-0.00196120064816796,0,-1.07111999031622,0,0.78958381686142,0,-0.00156255074432465,0,-0.999280161457136,0
264,0.000264,88.9451200552285,0,180.930273648351,0,0.433428645133972,0,1.66141018737108,0,182.730087467281,0,-0.00194614534643733,0,-1.05687809980009,0,0.783104892936972,0,-0.00154326080922829,0,-0.987305187911261,0
265,0.000265,88.2660763598979,0,179.508171789348,0,0.358357906341553,0,1.63867869554088,0,181.292230486651,0,-0.0019313250853088,0,-1.04528794682119,0,0.776709587057307,0,-0.00152537514259166,0,-0.975721824826906,0
266,0.000266,87.5998147651553,0,178.107702791691,0,0.494106411933899,0,1.63382215891033,0,179.871744058343,0,-0.00191662274301052,0,-1.03131733182818,0,0.7703942411573,0,-0.0015066200317051,0,-0.964113780908519,0
267,0.000267,86.9347058013082,0,176.717933509499,0,0.339931130409241,0,1.60485660284758,0,178.468400632234,0,-0.0019021695346737,0,-1.02109934273176,0,0.764157764076397,0,-0.0014897562031706,0,-0.952979620255064,0
268,0.000268,86.2867171578109,0,175.353463575244,0,0.595351934432983,0,1.61047791829333,0,177.081836443309,0,-0.0018877751830928,0,-1.0060475995997,0,0.757998443692792,0,-0.00147090900435387,0,-0.941613497416256,0
269,0.000269,85.6474886387587,0,174.006384458393,0,0.896439075469971,0,1.62011510226876,0,175.711924732395,0,-0.00187353465520346,0,-0.990625183330849,0,0.751915639456551,0,-0.00145208804389085,0,-0.930378637043759,0
